"TIME","GEO","SPDEPS","UNIT","Value","Flag and Footnotes"
"2011","Switzerland","Social protection benefits","Percentage of gross domestic product (GDP)","23.0",""
"2011","Switzerland","Social protection benefits","Percentage of total expenditure","90.80",""
"2011","Switzerland","Administration costs","Million euro","7,552.65","e"
"2011","Switzerland","Administration costs","Million euro (at constant 2010 prices)","6,736.82","e"
"2011","Switzerland","Administration costs","Euro per inhabitant","954.53","e"
"2011","Switzerland","Administration costs","Euro per inhabitant (at constant 2010 prices)","851.43","e"
"2011","Switzerland","Administration costs","Million units of national currency","9,309.40","e"
"2011","Switzerland","Administration costs","Percentage of gross domestic product (GDP)","1.5","e"
"2011","Switzerland","Administration costs","Percentage of total expenditure","5.94","e"
"2011","Switzerland","Other expenditure","Million euro","4,150.46","e"
"2011","Switzerland","Other expenditure","Million euro (at constant 2010 prices)","3,702.14","e"
"2011","Switzerland","Other expenditure","Euro per inhabitant","524.55","e"
"2011","Switzerland","Other expenditure","Euro per inhabitant (at constant 2010 prices)","467.89","e"
"2011","Switzerland","Other expenditure","Million units of national currency","5,115.86","e"
"2011","Switzerland","Other expenditure","Percentage of gross domestic product (GDP)","0.8","e"
"2011","Switzerland","Other expenditure","Percentage of total expenditure","3.26","e"
"2011","Switzerland","Sickness/Health care","Million euro","32,453.47",""
"2011","Switzerland","Sickness/Health care","Million euro (at constant 2010 prices)","28,947.88",""
"2011","Switzerland","Sickness/Health care","Euro per inhabitant","4,101.60",""
"2011","Switzerland","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","3,658.55",""
"2011","Switzerland","Sickness/Health care","Million units of national currency","40,002.15",""
"2011","Switzerland","Sickness/Health care","Percentage of gross domestic product (GDP)","6.5",""
"2011","Switzerland","Sickness/Health care","Percentage of total expenditure","25.51",""
"2011","Serbia","Total expenditure","Million euro","7,593.44",""
"2011","Serbia","Total expenditure","Million euro (at constant 2010 prices)","6,926.93",""
"2011","Serbia","Total expenditure","Euro per inhabitant","1,049.67",""
"2011","Serbia","Total expenditure","Euro per inhabitant (at constant 2010 prices)","957.54",""
"2011","Serbia","Total expenditure","Million units of national currency","774,151.26",""
"2011","Serbia","Total expenditure","Percentage of gross domestic product (GDP)","22.7",""
"2011","Serbia","Total expenditure","Percentage of total expenditure","100.00",""
"2011","Serbia","Social protection benefits","Million euro","7,425.08",""
"2011","Serbia","Social protection benefits","Million euro (at constant 2010 prices)","6,773.35",""
"2011","Serbia","Social protection benefits","Euro per inhabitant","1,026.40",""
"2011","Serbia","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","936.31",""
"2011","Serbia","Social protection benefits","Million units of national currency","756,987.31",""
"2011","Serbia","Social protection benefits","Percentage of gross domestic product (GDP)","22.2",""
"2011","Serbia","Social protection benefits","Percentage of total expenditure","97.78",""
"2011","Serbia","Administration costs","Million euro","159.70",""
"2011","Serbia","Administration costs","Million euro (at constant 2010 prices)","145.68",""
"2011","Serbia","Administration costs","Euro per inhabitant","22.08",""
"2011","Serbia","Administration costs","Euro per inhabitant (at constant 2010 prices)","20.14",""
"2011","Serbia","Administration costs","Million units of national currency","16,281.15",""
"2011","Serbia","Administration costs","Percentage of gross domestic product (GDP)","0.5",""
"2011","Serbia","Administration costs","Percentage of total expenditure","2.10",""
"2011","Serbia","Other expenditure","Million euro","8.66",""
"2011","Serbia","Other expenditure","Million euro (at constant 2010 prices)","7.90",""
"2011","Serbia","Other expenditure","Euro per inhabitant","1.20",""
"2011","Serbia","Other expenditure","Euro per inhabitant (at constant 2010 prices)","1.09",""
"2011","Serbia","Other expenditure","Million units of national currency","882.80",""
"2011","Serbia","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2011","Serbia","Other expenditure","Percentage of total expenditure","0.11",""
"2011","Serbia","Sickness/Health care","Million euro","1,950.70",""
"2011","Serbia","Sickness/Health care","Million euro (at constant 2010 prices)","1,779.47",""
"2011","Serbia","Sickness/Health care","Euro per inhabitant","269.65",""
"2011","Serbia","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","245.98",""
"2011","Serbia","Sickness/Health care","Million units of national currency","198,873.46",""
"2011","Serbia","Sickness/Health care","Percentage of gross domestic product (GDP)","5.8",""
"2011","Serbia","Sickness/Health care","Percentage of total expenditure","25.69",""
"2011","Turkey","Total expenditure","Million euro","73,431.31",""
"2011","Turkey","Total expenditure","Million euro (at constant 2010 prices)","80,148.56",""
"2011","Turkey","Total expenditure","Euro per inhabitant","989.33",""
"2011","Turkey","Total expenditure","Euro per inhabitant (at constant 2010 prices)","1,079.83",""
"2011","Turkey","Total expenditure","Million units of national currency","171,667.72",""
"2011","Turkey","Total expenditure","Percentage of gross domestic product (GDP)","12.3",""
"2011","Turkey","Total expenditure","Percentage of total expenditure","100.00",""
"2011","Turkey","Social protection benefits","Million euro","72,325.10",""
"2011","Turkey","Social protection benefits","Million euro (at constant 2010 prices)","78,941.15",""
"2011","Turkey","Social protection benefits","Euro per inhabitant","974.42",""
"2011","Turkey","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","1,063.56",""
"2011","Turkey","Social protection benefits","Million units of national currency","169,081.61",""
"2011","Turkey","Social protection benefits","Percentage of gross domestic product (GDP)","12.1",""
"2011","Turkey","Social protection benefits","Percentage of total expenditure","98.49",""
"2011","Turkey","Administration costs","Million euro","1,062.46",""
"2011","Turkey","Administration costs","Million euro (at constant 2010 prices)","1,159.65",""
"2011","Turkey","Administration costs","Euro per inhabitant","14.31",""
"2011","Turkey","Administration costs","Euro per inhabitant (at constant 2010 prices)","15.62",""
"2011","Turkey","Administration costs","Million units of national currency","2,483.81",""
"2011","Turkey","Administration costs","Percentage of gross domestic product (GDP)","0.2",""
"2011","Turkey","Administration costs","Percentage of total expenditure","1.45",""
"2011","Turkey","Other expenditure","Million euro","43.76",""
"2011","Turkey","Other expenditure","Million euro (at constant 2010 prices)","47.76",""
"2011","Turkey","Other expenditure","Euro per inhabitant","0.59",""
"2011","Turkey","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.64",""
"2011","Turkey","Other expenditure","Million units of national currency","102.30",""
"2011","Turkey","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2011","Turkey","Other expenditure","Percentage of total expenditure","0.06",""
"2011","Turkey","Sickness/Health care","Million euro","23,973.75",""
"2011","Turkey","Sickness/Health care","Million euro (at constant 2010 prices)","26,166.79",""
"2011","Turkey","Sickness/Health care","Euro per inhabitant","322.99",""
"2011","Turkey","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","352.54",""
"2011","Turkey","Sickness/Health care","Million units of national currency","56,045.83",""
"2011","Turkey","Sickness/Health care","Percentage of gross domestic product (GDP)","4.0",""
"2011","Turkey","Sickness/Health care","Percentage of total expenditure","32.65",""
"2012","European Union (28 countries)","Total expenditure","Million euro","3,857,295.57","p"
"2012","European Union (28 countries)","Total expenditure","Million euro (at constant 2010 prices)","3,673,579.85","p"
"2012","European Union (28 countries)","Total expenditure","Euro per inhabitant","7,644.06","p"
"2012","European Union (28 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)","7,279.99","p"
"2012","European Union (28 countries)","Total expenditure","Million units of national currency",":",""
"2012","European Union (28 countries)","Total expenditure","Percentage of gross domestic product (GDP)","28.7","p"
"2012","European Union (28 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","European Union (28 countries)","Social protection benefits","Million euro","3,708,680.97","p"
"2012","European Union (28 countries)","Social protection benefits","Million euro (at constant 2010 prices)","3,532,043.48","p"
"2012","European Union (28 countries)","Social protection benefits","Euro per inhabitant","7,349.55","p"
"2012","European Union (28 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","6,999.50","p"
"2012","European Union (28 countries)","Social protection benefits","Million units of national currency",":",""
"2012","European Union (28 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","27.6","p"
"2012","European Union (28 countries)","Social protection benefits","Percentage of total expenditure","96.15","p"
"2012","European Union (28 countries)","Administration costs","Million euro","115,748.95","p"
"2012","European Union (28 countries)","Administration costs","Million euro (at constant 2010 prices)","110,236.05","p"
"2012","European Union (28 countries)","Administration costs","Euro per inhabitant","229.38","p"
"2012","European Union (28 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)","218.46","p"
"2012","European Union (28 countries)","Administration costs","Million units of national currency",":",""
"2012","European Union (28 countries)","Administration costs","Percentage of gross domestic product (GDP)","0.9","p"
"2012","European Union (28 countries)","Administration costs","Percentage of total expenditure","3.00","p"
"2012","European Union (28 countries)","Other expenditure","Million euro","32,865.65","p"
"2012","European Union (28 countries)","Other expenditure","Million euro (at constant 2010 prices)","31,300.32","p"
"2012","European Union (28 countries)","Other expenditure","Euro per inhabitant","65.13","p"
"2012","European Union (28 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)","62.03","p"
"2012","European Union (28 countries)","Other expenditure","Million units of national currency",":",""
"2012","European Union (28 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.2","p"
"2012","European Union (28 countries)","Other expenditure","Percentage of total expenditure","0.85","p"
"2012","European Union (28 countries)","Sickness/Health care","Million euro","1,076,065.08","p"
"2012","European Union (28 countries)","Sickness/Health care","Million euro (at constant 2010 prices)","1,024,814.13","p"
"2012","European Union (28 countries)","Sickness/Health care","Euro per inhabitant","2,132.45","p"
"2012","European Union (28 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","2,030.89","p"
"2012","European Union (28 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","European Union (28 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.0","p"
"2012","European Union (28 countries)","Sickness/Health care","Percentage of total expenditure","27.90","p"
"2012","European Union (27 countries)","Total expenditure","Million euro","3,848,011.82","p"
"2012","European Union (27 countries)","Total expenditure","Million euro (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Total expenditure","Euro per inhabitant","7,690.72","p"
"2012","European Union (27 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Total expenditure","Million units of national currency",":",""
"2012","European Union (27 countries)","Total expenditure","Percentage of gross domestic product (GDP)","28.7","p"
"2012","European Union (27 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","European Union (27 countries)","Social protection benefits","Million euro","3,699,582.34","p"
"2012","European Union (27 countries)","Social protection benefits","Million euro (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Social protection benefits","Euro per inhabitant","7,394.07","p"
"2012","European Union (27 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Social protection benefits","Million units of national currency",":",""
"2012","European Union (27 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","27.6","p"
"2012","European Union (27 countries)","Social protection benefits","Percentage of total expenditure","96.14","p"
"2012","European Union (27 countries)","Administration costs","Million euro","115,574.22","p"
"2012","European Union (27 countries)","Administration costs","Million euro (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Administration costs","Euro per inhabitant","230.99","p"
"2012","European Union (27 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Administration costs","Million units of national currency",":",""
"2012","European Union (27 countries)","Administration costs","Percentage of gross domestic product (GDP)","0.9","p"
"2012","European Union (27 countries)","Administration costs","Percentage of total expenditure","3.00","p"
"2012","European Union (27 countries)","Other expenditure","Million euro","32,855.27","p"
"2012","European Union (27 countries)","Other expenditure","Million euro (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Other expenditure","Euro per inhabitant","65.67","p"
"2012","European Union (27 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Other expenditure","Million units of national currency",":",""
"2012","European Union (27 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.2","p"
"2012","European Union (27 countries)","Other expenditure","Percentage of total expenditure","0.85","p"
"2012","European Union (27 countries)","Sickness/Health care","Million euro","1,072,974.11","p"
"2012","European Union (27 countries)","Sickness/Health care","Million euro (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Sickness/Health care","Euro per inhabitant","2,144.47","p"
"2012","European Union (27 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (27 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","European Union (27 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.0","p"
"2012","European Union (27 countries)","Sickness/Health care","Percentage of total expenditure","27.88","p"
"2012","European Union (25 countries)","Total expenditure","Million euro","3,820,542.22","p"
"2012","European Union (25 countries)","Total expenditure","Million euro (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Total expenditure","Euro per inhabitant","8,077.59","p"
"2012","European Union (25 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Total expenditure","Million units of national currency",":",""
"2012","European Union (25 countries)","Total expenditure","Percentage of gross domestic product (GDP)","28.9","p"
"2012","European Union (25 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","European Union (25 countries)","Social protection benefits","Million euro","3,672,597.81","p"
"2012","European Union (25 countries)","Social protection benefits","Million euro (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Social protection benefits","Euro per inhabitant","7,764.80","p"
"2012","European Union (25 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Social protection benefits","Million units of national currency",":",""
"2012","European Union (25 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","27.8","p"
"2012","European Union (25 countries)","Social protection benefits","Percentage of total expenditure","96.13","p"
"2012","European Union (25 countries)","Administration costs","Million euro","115,191.72","p"
"2012","European Union (25 countries)","Administration costs","Million euro (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Administration costs","Euro per inhabitant","243.54","p"
"2012","European Union (25 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Administration costs","Million units of national currency",":",""
"2012","European Union (25 countries)","Administration costs","Percentage of gross domestic product (GDP)","0.9","p"
"2012","European Union (25 countries)","Administration costs","Percentage of total expenditure","3.02","p"
"2012","European Union (25 countries)","Other expenditure","Million euro","32,752.70","p"
"2012","European Union (25 countries)","Other expenditure","Million euro (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Other expenditure","Euro per inhabitant","69.25","p"
"2012","European Union (25 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Other expenditure","Million units of national currency",":",""
"2012","European Union (25 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.2","p"
"2012","European Union (25 countries)","Other expenditure","Percentage of total expenditure","0.86","p"
"2012","European Union (25 countries)","Sickness/Health care","Million euro","1,065,825.26","p"
"2012","European Union (25 countries)","Sickness/Health care","Million euro (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Sickness/Health care","Euro per inhabitant","2,253.42","p"
"2012","European Union (25 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","European Union (25 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","European Union (25 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.1","p"
"2012","European Union (25 countries)","Sickness/Health care","Percentage of total expenditure","27.90","p"
"2012","European Union (15 countries)","Total expenditure","Million euro","3,653,824.19","p"
"2012","European Union (15 countries)","Total expenditure","Million euro (at constant 2010 prices)","3,477,017.83","p"
"2012","European Union (15 countries)","Total expenditure","Euro per inhabitant","9,148.43","p"
"2012","European Union (15 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)","8,705.75","p"
"2012","European Union (15 countries)","Total expenditure","Million units of national currency",":",""
"2012","European Union (15 countries)","Total expenditure","Percentage of gross domestic product (GDP)","29.5","p"
"2012","European Union (15 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","European Union (15 countries)","Social protection benefits","Million euro","3,509,958.52","p"
"2012","European Union (15 countries)","Social protection benefits","Million euro (at constant 2010 prices)","3,340,113.74","p"
"2012","European Union (15 countries)","Social protection benefits","Euro per inhabitant","8,788.22","p"
"2012","European Union (15 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","8,362.97","p"
"2012","European Union (15 countries)","Social protection benefits","Million units of national currency",":",""
"2012","European Union (15 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","28.4","p"
"2012","European Union (15 countries)","Social protection benefits","Percentage of total expenditure","96.06","p"
"2012","European Union (15 countries)","Administration costs","Million euro","111,510.24","p"
"2012","European Union (15 countries)","Administration costs","Million euro (at constant 2010 prices)","106,114.32","p"
"2012","European Union (15 countries)","Administration costs","Euro per inhabitant","279.20","p"
"2012","European Union (15 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)","265.69","p"
"2012","European Union (15 countries)","Administration costs","Million units of national currency",":",""
"2012","European Union (15 countries)","Administration costs","Percentage of gross domestic product (GDP)","0.9","p"
"2012","European Union (15 countries)","Administration costs","Percentage of total expenditure","3.05","p"
"2012","European Union (15 countries)","Other expenditure","Million euro","32,355.43","p"
"2012","European Union (15 countries)","Other expenditure","Million euro (at constant 2010 prices)","30,789.77","p"
"2012","European Union (15 countries)","Other expenditure","Euro per inhabitant","81.01","p"
"2012","European Union (15 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)","77.09","p"
"2012","European Union (15 countries)","Other expenditure","Million units of national currency",":",""
"2012","European Union (15 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2012","European Union (15 countries)","Other expenditure","Percentage of total expenditure","0.89","p"
"2012","European Union (15 countries)","Sickness/Health care","Million euro","1,024,134.45","p"
"2012","European Union (15 countries)","Sickness/Health care","Million euro (at constant 2010 prices)","974,577.20","p"
"2012","European Union (15 countries)","Sickness/Health care","Euro per inhabitant","2,564.22","p"
"2012","European Union (15 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","2,440.14","p"
"2012","European Union (15 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","European Union (15 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.3","p"
"2012","European Union (15 countries)","Sickness/Health care","Percentage of total expenditure","28.03","p"
"2012","Euro area (19 countries)","Total expenditure","Million euro","2,883,455.15","p"
"2012","Euro area (19 countries)","Total expenditure","Million euro (at constant 2010 prices)","2,782,452.14","p"
"2012","Euro area (19 countries)","Total expenditure","Euro per inhabitant","8,590.02","p"
"2012","Euro area (19 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)","8,289.12","p"
"2012","Euro area (19 countries)","Total expenditure","Million units of national currency",":",""
"2012","Euro area (19 countries)","Total expenditure","Percentage of gross domestic product (GDP)","29.3","p"
"2012","Euro area (19 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","Euro area (19 countries)","Social protection benefits","Million euro","2,751,233.66","p"
"2012","Euro area (19 countries)","Social protection benefits","Million euro (at constant 2010 prices)","2,654,862.16","p"
"2012","Euro area (19 countries)","Social protection benefits","Euro per inhabitant","8,196.12","p"
"2012","Euro area (19 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","7,909.02","p"
"2012","Euro area (19 countries)","Social protection benefits","Million units of national currency",":",""
"2012","Euro area (19 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","28.0","p"
"2012","Euro area (19 countries)","Social protection benefits","Percentage of total expenditure","95.41","p"
"2012","Euro area (19 countries)","Administration costs","Million euro","99,512.77","p"
"2012","Euro area (19 countries)","Administration costs","Million euro (at constant 2010 prices)","96,026.99","p"
"2012","Euro area (19 countries)","Administration costs","Euro per inhabitant","296.46","p"
"2012","Euro area (19 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)","286.07","p"
"2012","Euro area (19 countries)","Administration costs","Million units of national currency",":",""
"2012","Euro area (19 countries)","Administration costs","Percentage of gross domestic product (GDP)","1.0","p"
"2012","Euro area (19 countries)","Administration costs","Percentage of total expenditure","3.45","p"
"2012","Euro area (19 countries)","Other expenditure","Million euro","32,708.73","p"
"2012","Euro area (19 countries)","Other expenditure","Million euro (at constant 2010 prices)","31,562.99","p"
"2012","Euro area (19 countries)","Other expenditure","Euro per inhabitant","97.44","p"
"2012","Euro area (19 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)","94.03","p"
"2012","Euro area (19 countries)","Other expenditure","Million units of national currency",":",""
"2012","Euro area (19 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2012","Euro area (19 countries)","Other expenditure","Percentage of total expenditure","1.13","p"
"2012","Euro area (19 countries)","Sickness/Health care","Million euro","805,844.10","p"
"2012","Euro area (19 countries)","Sickness/Health care","Million euro (at constant 2010 prices)","777,616.61","p"
"2012","Euro area (19 countries)","Sickness/Health care","Euro per inhabitant","2,400.67","p"
"2012","Euro area (19 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","2,316.58","p"
"2012","Euro area (19 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","Euro area (19 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.2","p"
"2012","Euro area (19 countries)","Sickness/Health care","Percentage of total expenditure","27.95","p"
"2012","Euro area (18 countries)","Total expenditure","Million euro","2,878,023.99","p"
"2012","Euro area (18 countries)","Total expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Total expenditure","Euro per inhabitant","8,650.84","p"
"2012","Euro area (18 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Total expenditure","Million units of national currency",":",""
"2012","Euro area (18 countries)","Total expenditure","Percentage of gross domestic product (GDP)","29.4","p"
"2012","Euro area (18 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","Euro area (18 countries)","Social protection benefits","Million euro","2,746,063.46","p"
"2012","Euro area (18 countries)","Social protection benefits","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Social protection benefits","Euro per inhabitant","8,254.19","p"
"2012","Euro area (18 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Social protection benefits","Million units of national currency",":",""
"2012","Euro area (18 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","28.0","p"
"2012","Euro area (18 countries)","Social protection benefits","Percentage of total expenditure","95.41","p"
"2012","Euro area (18 countries)","Administration costs","Million euro","99,402.04","p"
"2012","Euro area (18 countries)","Administration costs","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Administration costs","Euro per inhabitant","298.79","p"
"2012","Euro area (18 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Administration costs","Million units of national currency",":",""
"2012","Euro area (18 countries)","Administration costs","Percentage of gross domestic product (GDP)","1.0","p"
"2012","Euro area (18 countries)","Administration costs","Percentage of total expenditure","3.45","p"
"2012","Euro area (18 countries)","Other expenditure","Million euro","32,558.49","p"
"2012","Euro area (18 countries)","Other expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Other expenditure","Euro per inhabitant","97.87","p"
"2012","Euro area (18 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Other expenditure","Million units of national currency",":",""
"2012","Euro area (18 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2012","Euro area (18 countries)","Other expenditure","Percentage of total expenditure","1.13","p"
"2012","Euro area (18 countries)","Sickness/Health care","Million euro","804,430.70","p"
"2012","Euro area (18 countries)","Sickness/Health care","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Sickness/Health care","Euro per inhabitant","2,417.98","p"
"2012","Euro area (18 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (18 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","Euro area (18 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.2","p"
"2012","Euro area (18 countries)","Sickness/Health care","Percentage of total expenditure","27.95","p"
"2012","Euro area (17 countries)","Total expenditure","Million euro","2,874,858.33","p"
"2012","Euro area (17 countries)","Total expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Total expenditure","Euro per inhabitant","8,694.49","p"
"2012","Euro area (17 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Total expenditure","Million units of national currency",":",""
"2012","Euro area (17 countries)","Total expenditure","Percentage of gross domestic product (GDP)","29.4","p"
"2012","Euro area (17 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","Euro area (17 countries)","Social protection benefits","Million euro","2,742,943.36","p"
"2012","Euro area (17 countries)","Social protection benefits","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Social protection benefits","Euro per inhabitant","8,295.54","p"
"2012","Euro area (17 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Social protection benefits","Million units of national currency",":",""
"2012","Euro area (17 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","28.0","p"
"2012","Euro area (17 countries)","Social protection benefits","Percentage of total expenditure","95.41","p"
"2012","Euro area (17 countries)","Administration costs","Million euro","99,357.16","p"
"2012","Euro area (17 countries)","Administration costs","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Administration costs","Euro per inhabitant","300.49","p"
"2012","Euro area (17 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Administration costs","Million units of national currency",":",""
"2012","Euro area (17 countries)","Administration costs","Percentage of gross domestic product (GDP)","1.0","p"
"2012","Euro area (17 countries)","Administration costs","Percentage of total expenditure","3.46","p"
"2012","Euro area (17 countries)","Other expenditure","Million euro","32,557.81","p"
"2012","Euro area (17 countries)","Other expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Other expenditure","Euro per inhabitant","98.47","p"
"2012","Euro area (17 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Other expenditure","Million units of national currency",":",""
"2012","Euro area (17 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2012","Euro area (17 countries)","Other expenditure","Percentage of total expenditure","1.13","p"
"2012","Euro area (17 countries)","Sickness/Health care","Million euro","803,705.97","p"
"2012","Euro area (17 countries)","Sickness/Health care","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Sickness/Health care","Euro per inhabitant","2,430.66","p"
"2012","Euro area (17 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (17 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","Euro area (17 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.2","p"
"2012","Euro area (17 countries)","Sickness/Health care","Percentage of total expenditure","27.96","p"
"2012","Euro area (16 countries)","Total expenditure","Million euro","2,872,164.84","p"
"2012","Euro area (16 countries)","Total expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Total expenditure","Euro per inhabitant","8,721.23","p"
"2012","Euro area (16 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Total expenditure","Million units of national currency",":",""
"2012","Euro area (16 countries)","Total expenditure","Percentage of gross domestic product (GDP)","29.4","p"
"2012","Euro area (16 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","Euro area (16 countries)","Social protection benefits","Million euro","2,740,281.76","p"
"2012","Euro area (16 countries)","Social protection benefits","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Social protection benefits","Euro per inhabitant","8,320.77","p"
"2012","Euro area (16 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)",":",""
