"TIME","GEO","UNIT","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2010","Iceland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","9.8",""
"2010","Iceland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","12.8",""
"2010","Iceland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","9.1",""
"2010","Iceland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","6.6",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","11.2",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","11.7",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","10.8",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","12.0",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","10.1",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","11.8",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","10.8",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","3.8",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.2",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","11.6",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","10.7",""
"2010","Norway","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","18.6",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","15.0",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","17.4",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","11.2",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","27.6",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.8",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","17.7",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","10.4",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","24.2",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.2",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","17.2",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","12.1",""
"2010","Switzerland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","30.2",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","27.0",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","32.1",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","26.8",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","18.5",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","27.5",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","32.9",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","27.0",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","19.7",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","26.5",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","31.3",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","26.7",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","17.5",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years",":",""
"2010","Serbia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over",":",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","24.4",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","33.7",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","20.2",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","19.3",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","23.7",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","32.2",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","19.6",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","18.9",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","25.1",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","35.3",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","20.7",""
"2010","Turkey","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","19.7",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","16.8",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","20.6",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","16.0",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","15.9",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.1",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","20.4",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","15.4",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","13.0",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.6",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","20.8",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","16.5",""
"2011","European Union (28 countries)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","18.2",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","15.3",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","18.7",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","12.9",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","20.2",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.6",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","18.6",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","12.0",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","20.1",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.0",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","18.7",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","13.8",""
"2011","Belgium","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","20.3",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","22.2",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","28.4",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","18.2",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","31.2",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.8",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","28.4",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","18.4",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","22.1",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.6",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","28.4",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","17.9",""
"2011","Bulgaria","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","37.4",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","9.8",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","15.2",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","9.1",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","6.6",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","8.9",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","15.8",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","8.3",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","2.0",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.6",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","14.6",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","9.8",""
"2011","Czech Republic","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","10.1",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","12.1",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","10.3",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","12.2",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","13.9",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.1",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","9.9",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","12.8",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","12.7",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.0",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","10.7",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","11.6",""
"2011","Denmark","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","14.8",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","15.8",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","15.6",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","16.4",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","14.2",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.9",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","14.6",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","15.9",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","12.0",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.8",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","16.8",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","17.0",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","16.2",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","17.5",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","19.5",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","18.0",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","13.1",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.6",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","19.3",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","18.9",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","7.2",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.4",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","19.8",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","17.2",""
"2011","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","15.9",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","15.2",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","17.1",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","15.1",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","11.0",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.4",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","16.7",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","15.6",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","11.5",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.9",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","17.6",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","14.7",""
"2011","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","10.5",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","21.4",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","23.7",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","20.0",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","23.6",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.9",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","23.4",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","19.9",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","21.7",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.9",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","23.9",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","20.2",""
"2011","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","25.2",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","20.6",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","27.5",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","19.0",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","19.8",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.9",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","26.6",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","18.5",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","17.5",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.4",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","28.5",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","19.5",""
"2011","Spain","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","21.6",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","14.0",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","18.8",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","13.5",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","9.7",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.5",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","19.1",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","12.8",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","8.1",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.5",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","18.5",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","14.2",""
"2011","France","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","10.9",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","20.9",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","21.1",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","18.6",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","29.4",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.7",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","20.3",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","18.9",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","22.6",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.1",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","21.9",""
